Time,Indicator,Employment Status,Indicator Status,Location,Amount,Unemployment Rate,Formatted for charts
2015,Employment Status By Education,Employed,Bachelor's or Higher,"Washington County, Maryland",14344,,"14,344.00"
2015,Employment Status By Education,Unemployed,Less than Highschool,"Washington County, Maryland",610,,610
2015,Employment Status By Education,Unemployed,Highschool,"Washington County, Maryland",1711,,"1,711.00"
2015,Employment Status By Education,Unemployed,Some College,"Washington County, Maryland",1311,,"1,311.00"
2015,Employment Status By Education,Unemployed,Bachelor's or Higher,"Washington County, Maryland",487,,487
2015,Employment Status By Education,NIL,Less than Highschool,"Washington County, Maryland",4621,,"4,621.00"
2015,Employment Status By Education,NIL,Highschool,"Washington County, Maryland",7857,,"7,857.00"
2015,Employment Status By Education,NIL,Some College,"Washington County, Maryland",5455,,"5,455.00"
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Washington County, Maryland",2260,,"2,260.00"
2017,Employment Status By Poverty Status,Labor Force,Above Poverty,"Washington County, Maryland",67007,,"67,007.00"
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Washington County, Maryland",5216,,"5,216.00"
2017,Employment Status By Poverty Status,Employed,Above Poverty,"Washington County, Maryland",63561,,"63,561.00"
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Washington County, Maryland",3764,,"3,764.00"
2017,Employment Status By Poverty Status,Unemployed,Above Poverty,"Washington County, Maryland",3446,,"3,446.00"
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Washington County, Maryland",1452,,"1,452.00"
2016,Employment Status By Poverty Status,Labor Force,Above Poverty,"Washington County, Maryland",67169,,"67,169.00"
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Washington County, Maryland",5302,,"5,302.00"
2016,Employment Status By Poverty Status,Employed,Above Poverty,"Washington County, Maryland",63441,,"63,441.00"
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Washington County, Maryland",3621,,"3,621.00"
2016,Employment Status By Poverty Status,Unemployed,Above Poverty,"Washington County, Maryland",3728,,"3,728.00"
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Washington County, Maryland",1681,,"1,681.00"
2015,Employment Status By Poverty Status,Labor Force,Above Poverty,"Washington County, Maryland",35918,,"35,918.00"
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Washington County, Maryland",5519,,"5,519.00"
2015,Employment Status By Poverty Status,Employed,Above Poverty,"Washington County, Maryland",33318,,"33,318.00"
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Washington County, Maryland",3534,,"3,534.00"
2015,Employment Status By Poverty Status,Unemployed,Above Poverty,"Washington County, Maryland",2600,,"2,600.00"
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Washington County, Maryland",1985,,"1,985.00"
2017,Median Household Income,,,"Washington County, Maryland",58260,,"58,260.00"
2016,Median Household Income,,,"Washington County, Maryland",56316,,"56,316.00"
2015,Median Household Income,,,"Washington County, Maryland",56228,,"56,228.00"
2017,Total Population,,,"Washington County, Maryland",149546,,"149,546.00"
2016,Total Population,,,"Washington County, Maryland",149571,,"149,571.00"
2015,Total Population,,,"Washington County, Maryland",149270,,"149,270.00"
2017,Unemployment By Gender,,Male,"Washington County, Maryland",6.4,0.064,6.4
2017,Unemployment By Gender,,Female,"Washington County, Maryland",6,0.06,6
2016,Unemployment By Gender,,Male,"Washington County, Maryland",6.8,0.068,6.8
2016,Unemployment By Gender,,Female,"Washington County, Maryland",7,0.07,7
2015,Unemployment By Gender,,Male,"Washington County, Maryland",8,0.08,8
2015,Unemployment By Gender,,Female,"Washington County, Maryland",7.4,0.074,7.4
2017,Unemployment By Race,,White,"Washington County, Maryland",5.9,0.059,5.9
2017,Unemployment By Race,,Black,"Washington County, Maryland",15.8,0.158,15.8
2017,Unemployment By Race,,Asian,"Washington County, Maryland",2.8,0.028,2.8
2017,Unemployment By Race,,Hispanic,"Washington County, Maryland",13,0.13,13
2016,Unemployment By Race,,White,"Washington County, Maryland",,0,0
2016,Unemployment By Race,,Black,"Washington County, Maryland",,0,0
2016,Unemployment By Race,,Asian,"Washington County, Maryland",,0,0
2016,Unemployment By Race,,Hispanic,"Washington County, Maryland",,0,0
2015,Unemployment By Race,,White,"Washington County, Maryland",7.9,0.079,7.9
2015,Unemployment By Race,,Black,"Washington County, Maryland",15.7,0.157,15.7
2015,Unemployment By Race,,Asian,"Washington County, Maryland",3.8,0.038,3.8
2015,Unemployment By Race,,Hispanic,"Washington County, Maryland",11.5,0.115,11.5
2017,Unemployment By Veteran Status,,Veteran,"Washington County, Maryland",5.4,0.054,5.4
2017,Unemployment By Veteran Status,,Non Veteran,"Washington County, Maryland",6.6,0.066,6.6
2016,Unemployment By Veteran Status,,Veteran,"Washington County, Maryland",7.2,0.072,7.2
2016,Unemployment By Veteran Status,,Non Veteran,"Washington County, Maryland",7.2,0.072,7.2
2015,Unemployment By Veteran Status,,Veteran,"Washington County, Maryland",8.1,0.081,8.1
2015,Unemployment By Veteran Status,,Non Veteran,"Washington County, Maryland",8.3,0.083,8.3
,Change,,Total Population,"Wicomico County, Maryland",487,,487
,Change,,Median Household Income,"Wicomico County, Maryland",985,,985
2017,Employment Status By Disability Status,Employed,Disabled,"Wicomico County, Maryland",1990,,"1,990.00"
2017,Employment Status By Disability Status,Employed,Non Disabled,"Wicomico County, Maryland",43741,,"43,741.00"
2017,Employment Status By Disability Status,Unemployed,Disabled,"Wicomico County, Maryland",370,,370
2017,Employment Status By Disability Status,Unemployed,Non Disabled,"Wicomico County, Maryland",3475,,"3,475.00"
2017,Employment Status By Disability Status,Labor Force,Disabled,"Wicomico County, Maryland",2360,,"2,360.00"
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Wicomico County, Maryland",47216,,"47,216.00"
2016,Employment Status By Disability Status,Employed,Disabled,"Wicomico County, Maryland",1843,,"1,843.00"
2016,Employment Status By Disability Status,Employed,Non Disabled,"Wicomico County, Maryland",43644,,"43,644.00"
2016,Employment Status By Disability Status,Unemployed,Disabled,"Wicomico County, Maryland",300,,300
2016,Employment Status By Disability Status,Unemployed,Non Disabled,"Wicomico County, Maryland",3490,,"3,490.00"
2016,Employment Status By Disability Status,Labor Force,Disabled,"Wicomico County, Maryland",2143,,"2,143.00"
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Wicomico County, Maryland",47134,,"47,134.00"
2015,Employment Status By Disability Status,Employed,Disabled,"Wicomico County, Maryland",1955,,"1,955.00"
2015,Employment Status By Disability Status,Employed,Non Disabled,"Wicomico County, Maryland",42784,,"42,784.00"
2015,Employment Status By Disability Status,Unemployed,Disabled,"Wicomico County, Maryland",477,,477
2015,Employment Status By Disability Status,Unemployed,Non Disabled,"Wicomico County, Maryland",3779,,"3,779.00"
2015,Employment Status By Disability Status,Labor Force,Disabled,"Wicomico County, Maryland",2432,,"2,432.00"
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"Wicomico County, Maryland",46563,,"46,563.00"
2017,Employment Status By Education,Employed,Less than Highschool,"Wicomico County, Maryland",2835,,"2,835.00"
2017,Employment Status By Education,Employed,Highschool,"Wicomico County, Maryland",10633,,"10,633.00"
2017,Employment Status By Education,Employed,Some College,"Wicomico County, Maryland",11142,,"11,142.00"
2017,Employment Status By Education,Employed,Bachelor's or Higher,"Wicomico County, Maryland",12232,,"12,232.00"
2017,Employment Status By Education,Unemployed,Less than Highschool,"Wicomico County, Maryland",441,,441
2017,Employment Status By Education,Unemployed,Highschool,"Wicomico County, Maryland",973,,973
2017,Employment Status By Education,Unemployed,Some College,"Wicomico County, Maryland",915,,915
2017,Employment Status By Education,Unemployed,Bachelor's or Higher,"Wicomico County, Maryland",337,,337
2017,Employment Status By Education,NIL,Less than Highschool,"Wicomico County, Maryland",1709,,"1,709.00"
2017,Employment Status By Education,NIL,Highschool,"Wicomico County, Maryland",3712,,"3,712.00"
2017,Employment Status By Education,NIL,Some College,"Wicomico County, Maryland",2445,,"2,445.00"
2017,Employment Status By Education,NIL,Bachelor's or Higher,"Wicomico County, Maryland",1499,,"1,499.00"
2016,Employment Status By Education,Employed,Less than Highschool,"Wicomico County, Maryland",2746,,"2,746.00"
2016,Employment Status By Education,Employed,Highschool,"Wicomico County, Maryland",10813,,"10,813.00"
2016,Employment Status By Education,Employed,Some College,"Wicomico County, Maryland",11187,,"11,187.00"
2016,Employment Status By Education,Employed,Bachelor's or Higher,"Wicomico County, Maryland",12086,,"12,086.00"
2016,Employment Status By Education,Unemployed,Less than Highschool,"Wicomico County, Maryland",366,,366
2016,Employment Status By Education,Unemployed,Highschool,"Wicomico County, Maryland",1019,,"1,019.00"
2016,Employment Status By Education,Unemployed,Some College,"Wicomico County, Maryland",848,,848
2016,Employment Status By Education,Unemployed,Bachelor's or Higher,"Wicomico County, Maryland",372,,372
2016,Employment Status By Education,NIL,Less than Highschool,"Wicomico County, Maryland",1540,,"1,540.00"
2016,Employment Status By Education,NIL,Highschool,"Wicomico County, Maryland",3824,,"3,824.00"
2016,Employment Status By Education,NIL,Some College,"Wicomico County, Maryland",2483,,"2,483.00"
2016,Employment Status By Education,NIL,Bachelor's or Higher,"Wicomico County, Maryland",1586,,"1,586.00"
2015,Employment Status By Education,Employed,Less than Highschool,"Wicomico County, Maryland",2749,,"2,749.00"
2015,Employment Status By Education,Employed,Highschool,"Wicomico County, Maryland",10590,,"10,590.00"
2015,Employment Status By Education,Employed,Some College,"Wicomico County, Maryland",10902,,"10,902.00"
2015,Employment Status By Education,Employed,Bachelor's or Higher,"Wicomico County, Maryland",12227,,"12,227.00"
2015,Employment Status By Education,Unemployed,Less than Highschool,"Wicomico County, Maryland",566,,566
2015,Employment Status By Education,Unemployed,Highschool,"Wicomico County, Maryland",980,,980
2015,Employment Status By Education,Unemployed,Some College,"Wicomico County, Maryland",883,,883
2015,Employment Status By Education,Unemployed,Bachelor's or Higher,"Wicomico County, Maryland",413,,413
2015,Employment Status By Education,NIL,Less than Highschool,"Wicomico County, Maryland",1645,,"1,645.00"
2015,Employment Status By Education,NIL,Highschool,"Wicomico County, Maryland",3435,,"3,435.00"
2015,Employment Status By Education,NIL,Some College,"Wicomico County, Maryland",2847,,"2,847.00"
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Wicomico County, Maryland",1702,,"1,702.00"
2017,Employment Status By Poverty Status,Labor Force,Above Poverty,"Wicomico County, Maryland",47469,,"47,469.00"
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Wicomico County, Maryland",5507,,"5,507.00"
2017,Employment Status By Poverty Status,Employed,Above Poverty,"Wicomico County, Maryland",44584,,"44,584.00"
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Wicomico County, Maryland",4451,,"4,451.00"
2017,Employment Status By Poverty Status,Unemployed,Above Poverty,"Wicomico County, Maryland",2885,,"2,885.00"
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Wicomico County, Maryland",1056,,"1,056.00"
2016,Employment Status By Poverty Status,Labor Force,Above Poverty,"Wicomico County, Maryland",46653,,"46,653.00"
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Wicomico County, Maryland",5689,,"5,689.00"
2016,Employment Status By Poverty Status,Employed,Above Poverty,"Wicomico County, Maryland",43779,,"43,779.00"
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Wicomico County, Maryland",4573,,"4,573.00"
2016,Employment Status By Poverty Status,Unemployed,Above Poverty,"Wicomico County, Maryland",2874,,"2,874.00"
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Wicomico County, Maryland",1116,,"1,116.00"
2015,Employment Status By Poverty Status,Labor Force,Above Poverty,"Wicomico County, Maryland",23174,,"23,174.00"
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Wicomico County, Maryland",5340,,"5,340.00"
2015,Employment Status By Poverty Status,Employed,Above Poverty,"Wicomico County, Maryland",21456,,"21,456.00"
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Wicomico County, Maryland",3787,,"3,787.00"
2015,Employment Status By Poverty Status,Unemployed,Above Poverty,"Wicomico County, Maryland",1718,,"1,718.00"
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Wicomico County, Maryland",1553,,"1,553.00"
2017,Median Household Income,,,"Wicomico County, Maryland",54493,,"54,493.00"
2016,Median Household Income,,,"Wicomico County, Maryland",53508,,"53,508.00"
2015,Median Household Income,,,"Wicomico County, Maryland",52278,,"52,278.00"
2017,Total Population,,,"Wicomico County, Maryland",102014,,"102,014.00"
2016,Total Population,,,"Wicomico County, Maryland",101527,,"101,527.00"
2015,Total Population,,,"Wicomico County, Maryland",101182,,"101,182.00"
2017,Unemployment By Gender,,Male,"Wicomico County, Maryland",6.7,0.067,6.7
2017,Unemployment By Gender,,Female,"Wicomico County, Maryland",7.7,0.077,7.7
2016,Unemployment By Gender,,Male,"Wicomico County, Maryland",7.2,0.072,7.2
2016,Unemployment By Gender,,Female,"Wicomico County, Maryland",7.4,0.074,7.4
2015,Unemployment By Gender,,Male,"Wicomico County, Maryland",8.7,0.087,8.7
2015,Unemployment By Gender,,Female,"Wicomico County, Maryland",7.7,0.077,7.7
2017,Unemployment By Race,,White,"Wicomico County, Maryland",6.7,0.067,6.7
2017,Unemployment By Race,,Black,"Wicomico County, Maryland",8.9,0.089,8.9
2017,Unemployment By Race,,Asian,"Wicomico County, Maryland",10.3,0.103,10.3
2017,Unemployment By Race,,Hispanic,"Wicomico County, Maryland",11.2,0.112,11.2
2016,Unemployment By Race,,White,"Wicomico County, Maryland",,0,0
2016,Unemployment By Race,,Black,"Wicomico County, Maryland",,0,0
2016,Unemployment By Race,,Asian,"Wicomico County, Maryland",,0,0
2016,Unemployment By Race,,Hispanic,"Wicomico County, Maryland",,0,0
2015,Unemployment By Race,,White,"Wicomico County, Maryland",7.4,0.074,7.4
2015,Unemployment By Race,,Black,"Wicomico County, Maryland",12.3,0.123,12.3
2015,Unemployment By Race,,Asian,"Wicomico County, Maryland",12,0.12,12
2015,Unemployment By Race,,Hispanic,"Wicomico County, Maryland",6.7,0.067,6.7
2017,Unemployment By Veteran Status,,Veteran,"Wicomico County, Maryland",4.8,0.048,4.8
2017,Unemployment By Veteran Status,,Non Veteran,"Wicomico County, Maryland",7.8,0.078,7.8
